Scenario_ID,Difficulty,Scenario_Description,Question_ID,Question_Text,Character,Innocent_Answer,Guilty_Answer
Easy 3,Easy,Same as above,Q6,Were you affected by the power outage?,Electrician,I was fixing outages elsewhere.,I had to reset my own breakers.
Easy 3,Easy,Same as above,Q6,Were you affected by the power outage?,Taxi Driver,Car headlights worked fine.,My dash cam shut off.
Easy 3,Easy,Same as above,Q6,Were you affected by the power outage?,Tutor,Student’s house had solar panels.,I dropped my books in the dark.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Lawyer,A new suit—receipt in my email.,I... bought stocks. No paper trail.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Delivery Man,New tires for my van.,I paid cash for a used TV.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Doctor,Medical conference tickets.,I donated to charity. Anonymous.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Bystander,Gym membership renewal.,I lost my receipts.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Old Man,Heating bill was high this winter.,I don’t spend like that anymore.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Bartender,New sound system for the bar.,I won some money gambling.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Electrician,Upgraded my toolset.,I paid off a loan. In cash.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Taxi Driver,New brakes last month.,I bought a watch. From a guy.
Easy 3,Easy,Same as above,Q7,"Do you have any recent purchases over $1,000?",Tutor,Laptop for online lessons.,I lent money to a friend. No record.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Lawyer,My client and the waitstaff.,I was alone. No witnesses.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Delivery Man,Coworkers at the depot.,I was on break. No one around.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Doctor,The surgical team.,I stepped out. No one saw.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Bystander,Gym buddies and the front desk.,I keep to myself.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Old Man,Chess club members.,Who remembers an old man?
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Bartender,Staff and regulars.,I snuck out early.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Electrician,The client I was helping.,I didn’t log the job.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Taxi Driver,My last fare—paid digitally.,Cash fare. No record.
Easy 3,Easy,Same as above,Q8,Can anyone vouch for you during the outage?,Tutor,My student’s parents.,I didn’t see anyone.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Lawyer,Only with a warrant present.,I... have private items.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Delivery Man,Company van’s open for inspection.,I lost my keys yesterday.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Doctor,Hospital lockers are secure.,My bag’s a mess. Medical supplies.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Bystander,"Sure, nothing to hide.",I don’t like people touching my stuff.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Old Man,My pockets are empty.,"Respect your elders, sonny."
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Bartender,Bar inventory’s logged anyway.,I misplaced my wallet.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Electrician,Tools are in my truck. Help yourself.,I need a lawyer first.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Taxi Driver,Glove compartment’s clean.,I don’t consent to searches.
Easy 3,Easy,Same as above,Q9,Would you submit to a search of your belongings?,Tutor,My backpack’s just books.,I’d rather not. Privacy reasons.
Medium 1,Medium,"Vincent Delacroix was drugged and robbed of a rare pocket watch. The safe was opened without force, and the security system was disabled manually. A neighbor saw a figure near the estate’s side gate at 11:30 PM.",Q1,Where were you between 11:00 PM and midnight last night?,Lawyer,At a late-night arbitration meeting—three colleagues can confirm.,"I was home alone, reviewing case files. My security system malfunctioned, so no footage."
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Delivery Man,Stuck at the depot filling out accident reports after a fender-bender.,I finished my shift early. Drove around to clear my head—no GPS logs.
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Doctor,At the hospital covering an emergency shift—check the staffing roster.,I was on-call but took a nap in my car. No one saw me.
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Bystander,At an all-night diner with friends—here’s my receipt and their numbers.,"I went for a walk. My phone died, so no location history."
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Old Man,"Asleep with my hearing aids out, per my doctor’s orders.","I was gardening under the moonlight. Strange habit, I know."
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Bartender,Closing up—the bar’s security feed shows me until 12:30 AM.,I left early claiming a migraine. The cameras ‘conveniently’ glitched.
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Electrician,Repairing faulty wiring at a 24-hour laundromat—owner’s my alibi.,I was ‘testing circuits’ near Delacroix’s neighborhood. No witnesses.
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Taxi Driver,Drove a fare to the airport—here’s the digital receipt.,"My last ride paid cash. After that, I... took a scenic route."
Medium 1,Medium,Same as above,Q1,Where were you between 11:00 PM and midnight last night?,Tutor,Grading papers at home—my student’s parents emailed me at 11:45 PM.,"I was tutoring online, but my webcam ‘accidentally’ shut off."
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Lawyer,Only what I’ve read in malpractice cases.,I represented a pharmacist once. Learned a few things.
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Delivery Man,"Nope, unless you count energy drinks.",My sister’s a nurse. She talks shop sometimes.
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Doctor,I prescribe them daily—but never without consent.,"Hypothetically, I’d know how to dose tea to avoid suspicion."
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Bystander,Just what I’ve seen on crime shows.,I read a lot of medical thrillers. For fun.
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Old Man,"I take sleeping pills, but that’s all.","Back in my day, we knew how to handle... delicate situations."
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Bartender,Rohypnol scares in bars—we’re trained to spot tampering.,You’d be surprised what dissolves in hot liquid.
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Electrician,I know which chemicals NOT to mix.,I’ve wired clinics. Picked up terminology.
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Taxi Driver,I drive med students—they joke about it.,A fare once left a... interesting pamphlet in my car.
Medium 1,Medium,Same as above,Q2,Do you have any medical knowledge about sedatives?,Tutor,I tutor a pharmacology student.,"Organic chemistry’s close enough, right?"
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Lawyer,"Yes, for a contract signing last month.",He hosted a party once. I barely remember the layout.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Delivery Man,Dropped off packages at the front door.,The maid let me in once to use the restroom.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Doctor,"No, but I treated his wife at the clinic.",He invited me for dinner to discuss a ‘donation.’ I declined.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Bystander,Went to a charity auction there last year.,I’ve admired the architecture from outside.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Old Man,We played chess in his garden shed.,He never let me past the foyer. Rude.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Bartender,"No, but he’s a regular at my bar.",I delivered a rare bottle to his study once.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Electrician,Installed his security system two years ago.,I ‘fixed’ a light in his study. Noticed the safe.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Taxi Driver,Drove him home drunk once. Waited in the driveway.,He tipped me to carry luggage inside. Glanced around.
Medium 1,Medium,Same as above,Q3,Have you ever been inside Delacroix’s home?,Tutor,Tutored his niece in the library.,He interviewed me for a tutoring job. Hired someone else.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Lawyer,"No, but I’ve sued companies for faulty systems.",I’ve read security manuals for a case. Hypothetically.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Delivery Man,I can bypass a broken doorbell.,My cousin’s a locksmith. Taught me tricks.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Doctor,Only how to silence hospital alarms.,I’m good with electronics. As a hobby.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Bystander,I can unplug my router. That’s it.,I watch a lot of heist movies. For research.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Old Man,"In my day, we just had guard dogs.",I tinkered with radios in the war. Similar principle.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Bartender,We reset ours weekly. It’s not hard.,You learn things running a bar. Like which wires to cut.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Electrician,"It’s my job to install them, not bypass them.",I could if I wanted to. But I’d never admit that.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Taxi Driver,I hotwired a car in my 20s. Different skill.,I’ve driven security guys. They talk.
Medium 1,Medium,Same as above,Q4,Do you know how to disable a security system?,Tutor,"I teach math, not hacking.",I tutored an engineering student. They shared... tips.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Lawyer,"No, but I live miles away.",A car idling nearby. Could’ve been anyone.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Delivery Man,Just the usual night traffic.,A figure in the bushes. Thought it was a cat.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Doctor,Ambulances are my usual ‘unusual.’,The streetlight near his gate was flickering. Odd timing.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Bystander,A dog barking nonstop. Normal for that area.,I avoid that street. Too many cameras.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Old Man,My owl statue went missing. Probably kids.,The side gate was ajar. I closed it.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Bartender,"Nothing, but I was busy pouring drinks.",A customer left in a hurry. Coincidence?
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Electrician,Power surge in the neighborhood.,The security keypad looked tampered with. Huh.
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Taxi Driver,A fare stiffed me near there. That’s it.,"Someone hailed me, then vanished. Sketchy."
Medium 1,Medium,Same as above,Q5,Did you notice anything unusual around the estate last night?,Tutor,A student canceled last-minute. Unrelated.,I saw Delacroix’s maid arguing with someone.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Lawyer,"Legally acquired, per my research.","Overinsured. Suspicious, don’t you think?"
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Delivery Man,Fragile. Always ‘handle with care’ labels.,He flaunts it. Rubs me the wrong way.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Doctor,His wife’s portrait is hauntingly beautiful.,Blood money. He underpaid artists.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Bystander,Cool to see at parties.,A waste. Could feed a thousand people.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Old Man,He has a Monet forgery. I’d bet my pension.,That watch belonged to my friend. Stolen first.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Bartender,The man drinks like a fish but has taste.,I’ve served richer guys. They’re all crooked.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Electrician,The frames are wired better than the house.,He bragged about the safe. Idiot.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Taxi Driver,Not my style. I like sports memorabilia.,He stiffed me on a fare once. Karma’s fair.
Medium 1,Medium,Same as above,Q6,What’s your opinion on Delacroix’s art collection?,Tutor,History’s preserved in those pieces.,He bought a artifact my family lost in the war.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Lawyer,"With colleagues until 11:30, then drove home alone.","I prefer solitude. Convenient, isn’t it?"
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Delivery Man,"Coworkers until 10:45, then solo paperwork.",I like night drives. No passengers.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Doctor,Nurses rotated shifts. I was never unsupervised.,The on-call room was empty. Briefly.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Bystander,"Diner staff saw me, but friends left at 11:20.",I... might’ve wandered off alone.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Old Man,My cat keeps me company.,The night is my only friend.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Bartender,"Staff until close, then counted tips alone.",I snuck out the back. No one noticed.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Electrician,Laundromat owner popped in and out.,I ‘tested’ circuits in the dark. Alone.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Taxi Driver,"Fare until 11:10, then radio chatter.",Silence is golden. And unverifiable.
Medium 1,Medium,Same as above,Q7,Were you alone between 11:00 PM and midnight?,Tutor,Webcam was on until 11:50. Then... technical difficulties.,My alibi’s digital. And deletable.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Lawyer,Only with a warrant. Standard practice.,I’ve had... incidents. My prints are compromised.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Delivery Man,Sure. I’m in the system for my job anyway.,I cut my hand last week. Contaminated samples.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Doctor,Gladly. I’m scrubbed in daily—clean record.,"Ethically, I can’t. Patient confidentiality risks."
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Bystander,Whatever helps. I’m innocent.,I don’t trust cops with my data.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Old Man,Take my prints. I’ve nothing to hide.,"At my age, DNA degrades. Useless."
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Bartender,Fine. They’re on file from my liquor license.,I wear gloves when handling glass. No prints.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Electrician,Wired police stations before. They have mine.,I work with latex gloves. Always.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Taxi Driver,Sure. They’re all over my steering wheel.,I detail my car weekly. Wiped down.
Medium 1,Medium,Same as above,Q8,Would you voluntarily provide fingerprints/DNA?,Tutor,If required. I’ve tutored cops’ kids.,I have a skin condition. Unreliable prints.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Lawyer,He works late. Our meetings were evenings.,He mentioned tea at 11. A... habit.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Delivery Man,He’s never home—always leave packages with the maid.,His maid told me he takes sleeping pills at 11:15.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Doctor,His wife said he’s nocturnal. Workaholic.,He boasted about his ‘unguarded’ midnight walks.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Bystander,He hosts parties monthly. That’s it.,His gardener gossips at the bar. Helpful.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Old Man,We play chess every Tuesday at 3 PM.,He walks his dog at 11. Lets the guard down.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Bartender,Drinks scotch at my bar every Friday.,He once slipped up about disabling his own alarms.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Electrician,Security systems have schedules. I’d know.,I may have... studied his habits. Professionally.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Taxi Driver,Drove him every Thursday to his club.,He talks in his sleep. Useful intel.
Medium 1,Medium,Same as above,Q9,How well do you know Delacroix’s routines?,Tutor,His niece said he checks the safe nightly.,He interviewed me at midnight. Odd choice.
Medium 2,Medium,"Chef Marco Bellini was locked in his freezer and died of hypothermia. His wrist was cut postmortem, and rare truffle oil is missing. Security footage was erased between 4-6 AM.",Q1,Where were you between 3:00 AM and 7:00 AM today?,Lawyer,At home drafting a contract—auto-save timestamps prove it.,I took a sleeping pill. Remember nothing after 2 AM.
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Delivery Man,Delivering pre-dawn bakery orders—route logs confirm.,My van broke down. I was... fixing it alone.
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Doctor,At the hospital finishing a double shift. Check the roster.,I clocked out early. Needed air.
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Bystander,Asleep—my fitness tracker shows no movement.,I went for a run. No witnesses at that hour.
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Old Man,Listening to late-night radio with my neighbor.,My hearing aid was off. Who knows?
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Bartender,Counting inventory after closing—staff can vouch.,I left early. Cameras ‘malfunctioned.’
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Electrician,Rewiring a 24-hour gym—manager signed my timesheet.,I was ‘testing’ a freezer unit... elsewhere.
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Taxi Driver,Driving a nurse to her shift—receipt here.,My dashcam died. ‘Coincidence.’
Medium 2,Medium,Same as above,Q1,Where were you between 3:00 AM and 6:00 AM today?,Tutor,Prepping lessons—my laptop activity log shows it.,I was grading papers. Offline.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Lawyer,Only when my fridge breaks. I call a repairman.,I sued an appliance company once. Learned the specs.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Delivery Man,"I stock them, not fix them.",My uncle ran a butcher shop. Showed me the ropes.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Doctor,"Hospital morgue units, technically.",Med school included cryogenics... briefly.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Bystander,I defrost my mini-fridge. That’s it.,I worked at a grocery store in college. Maybe.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Old Man,"Back in my day, we used iceboxes.",I repaired ships’ freezers in the navy. Long ago.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Bartender,"Bar fridges, yes. Walk-ins? No.",You pick things up tending bar. Like... temperature controls.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Electrician,I’ve wired them. Adjusting temps isn’t my job.,I could override a thermostat blindfolded.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Taxi Driver,I keep my lunch cool. That’s it.,Drove a freezer repair guy once. Talkative.
Medium 2,Medium,Same as above,Q2,Do you have experience with commercial freezers?,Tutor,I teach thermodynamics... theoretically.,"I failed chemistry. But freezers are basic, right?"
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Lawyer,He was suing a supplier over spoiled ingredients.,He owed me legal fees. We ‘discussed’ it.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Delivery Man,He yelled at me once for a late delivery.,He banned me from the kitchen. Overreaction.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Doctor,His stress levels were concerning.,He refused to pay his wife’s medical bills.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Bystander,He fired a waiter publicly last week.,His truffle oil was fake. I told him I’d expose it.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Old Man,He mocked my vintage wine. Rude.,He bought my family’s stolen recipes. Never forgot.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Bartender,We argued over a cocktail recipe.,He stole my signature drink. No proof.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Electrician,He underpaid me for emergency repairs.,He threatened to report me for ‘shoddy work.’
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Taxi Driver,Drove him during a screaming phone call.,He accused me of stealing his wallet. Liar.
Medium 2,Medium,Same as above,Q3,Were you aware of any conflicts involving Marco?,Tutor,His son failed my class. He blamed me.,He promised me a job. Then ghosted.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Lawyer,"No, but I’ve handled cases about it.",Discovery processes expose vulnerabilities.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Delivery Man,I can barely work my phone camera.,My buddy does IT. Drunk talks.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Doctor,Hospital systems are airtight.,I dated a tech once. Learned things.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Bystander,I can delete Instagram posts. That’s it.,A guy at the gym brags about hacking.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Old Man,I still use VHS.,"In the war, we erased... other things."
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Bartender,Our system auto-deletes after 48 hours.,You reset cameras the same way you reset routers.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Electrician,I disable recorders to work safely.,It’s just wires and memory cards. Child’s play.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Taxi Driver,My dashcam has a factory reset button.,Techs fix my cab all the time. I listen.
Medium 2,Medium,Same as above,Q4,Do you know how to erase security footage?,Tutor,"I teach math, not coding.",A student bragged about hacking the school’s system.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Lawyer,I’ve eaten it. Never purchased.,Marco gifted me a bottle. Lost it.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Delivery Man,Delivered it to restaurants. Never opened any.,I ‘accidentally’ broke a bottle once. Marco went nuclear.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Doctor,Medically? No. Culinary? Rarely.,Marco claimed it cured insomnia. Placebo nonsense.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Bystander,I bought some once. Tasted fake.,I know his supplier. The oil’s cut with garbage.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Old Man,I cook with it weekly. Traditional recipes.,He bought my vintage stash. Then ‘lost’ it.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Bartender,We drizzle it on cocktails.,Marco ‘borrowed’ my reserve bottle. Never returned.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Electrician,Not my thing. I’m a hot sauce guy.,I wired his pantry. Noticed the safe spot for it.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Taxi Driver,Too fancy for my budget.,Drove a truffle dealer once. Smelled awful.
Medium 2,Medium,Same as above,Q5,Have you handled truffle oil before?,Tutor,I’m more of a butter person.,His son gave me a bottle as a ‘thank you.’ Suspicious.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Lawyer,The health inspector visited unannounced last week.,The freezer’s lock was jamming. Marco mentioned it.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Delivery Man,A delivery door was left ajar Tuesday.,The security keypad looked... tampered with.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Doctor,"Marco’s hands had fresh cuts. Knife slips, he said.",The dishwasher was crying when I left. Odd.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Bystander,The usual drama. Chefs are temperamental.,A ‘repairman’ lingered too long near the cameras.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Old Man,The wine cellar was rearranged. Sacrilege.,Marco’s usual night guard was ‘sick.’ Convenient.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Bartender,He switched vodka brands. Cost-cutting.,The freezer alarm was disabled. I asked why.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Electrician,Flickering lights. Probably bad wiring.,The back door’s lock was... too easy to pick.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Taxi Driver,More takeout orders than usual.,A guy in a ski mask loitered. I drove off.
Medium 2,Medium,Same as above,Q6,Did you notice anything odd at the restaurant recently?,Tutor,His son missed lessons. Said Marco was ‘distracted.’,The chef’s calendar had ‘ERASE’ circled. Weird.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Lawyer,A desperate attempt to stage suicide.,"Rigor mortis makes wounds bleed differently, right?"
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Delivery Man,No idea. Maybe a knife slipped?,Dead bodies don’t bleed much. Common knowledge.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Doctor,Lividity would contradict a living wound.,"Hypothetically, a shallow cut post-freezing wouldn’t bleed."
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Bystander,Sounds like a crime show plot.,Cold flesh cuts cleaner. Or so I’ve heard.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Old Man,"In my day, killers weren’t this sloppy.",Frozen skin cracks differently. I’ve seen it.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Bartender,Glass wounds bleed more. This wasn’t glass.,You’d use a serrated blade to mimic struggle.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Electrician,"No clue. I work with wires, not bodies.",Metal tools leave distinct marks. Avoid them.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Taxi Driver,Maybe he fought back too late?,Dead folks don’t spurt blood. Easy to fake.
Medium 2,Medium,Same as above,Q7,Can you explain the postmortem wrist wound?,Tutor,Biology isn’t my subject.,Postmortem lacerations lack capillary action. Obviously.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Lawyer,With a warrant. Standard procedure.,I ‘accidentally’ spilled bleach on my clothes last night.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Delivery Man,Sure. My van’s messy but clean.,I detailed my van yesterday. Spotless.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Doctor,Hospital lockers are searchable by policy.,My lab coat’s at the cleaners. Convenient.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Bystander,Fine. I’ve got nothing to hide.,I ‘reorganized’ my kitchen this morning. Odd timing.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Old Man,My house is a museum. Touch nothing.,I burned my trash last night. Routine.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Bartender,Bar’s open for inspection.,I deep-cleaned the ice machine. No evidence.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Electrician,My toolbox is open for inspection.,I ‘lost’ my gloves. Must’ve misplaced them.
Medium 2,Medium,Same as above,Q8,Would you submit to a search of your home/workplace?,Taxi Driver,Check my cab. It’s a mess.,I shampooed the seats. Fresh scent.
